ID,ID2,CCAA,multicultural,economy,homosexuals,antiterrorist,decentralization,vote,candidate_PSOE,candidate_PP,candidate_IU,national_id,proud_Spain,weight
9958,2750 9958,13,2,5,2,8,3,1,6,0,7,7,8,2.091
9974,2750 9974,13,2,5,10,0,2,2,1,10,0,3,1,2.091
9979,2750 9979,13,5,5,0,0,2,4,4,3,0,1,1,2.091
9981,2750 9981,13,2,5,3,5,2,1,6,4,5,3,2,2.091
9982,2750 9982,13,7,0,10,10,2,1,6,4,2,3,2,2.091
9983,2750 9983,13,5,0,5,7,2,1,7,5,5,3,1,2.091
9984,2750 9984,13,3,0,0,9,2,1,7,3,6,4,1,2.091
9985,2750 9985,13,0,0,0,10,2,1,6,0,5,3,2,2.091
9986,2750 9986,13,3,6,1,7,2,1,9,5,6,3,1,2.091
9987,2750 9987,13,4,3,5,5,2,1,6,3,3,4,3,2.091
9988,2750 9988,13,5,0,5,5,2,99,6,3,3,3,1,2.091
9992,2750 9992,13,3,6,7,2,1,0,0,0,0,3,1,2.091
9993,2750 9993,13,3,2,5,0,2,4,4,4,4,3,1,2.091
9994,2750 9994,13,5,4,5,3,2,96,6,7,4,1,2,2.091
9996,2750 9996,13,0,3,5,0,1,2,0,3,0,1,1,2.091
9997,2750 9997,13,3,2,2,1,3,96,5,3,1,1,1,2.091
10000,275010000,13,5,3,7,0,2,2,0,7,4,3,1,2.091
10001,275010001,13,4,4,98,0,1,2,3,6,0,7,1,2.091
10002,275010002,13,5,5,8,1,2,99,0,5,0,3,2,2.091
10003,275010003,13,3,2,7,8,2,4,6,4,2,3,1,2.091
10004,275010004,13,1,9,8,1,1,2,1,6,1,7,3,2.091
10005,275010005,13,3,2,2,8,3,1,7,3,98,7,3,2.091
10006,275010006,13,5,2,8,5,2,2,4,4,0,2,1,2.091
10007,275010007,13,0,1,10,1,1,2,1,7,1,1,1,2.091
10008,275010008,13,6,2,3,1,2,2,2,7,3,2,2,2.091
10009,275010009,13,0,0,3,0,2,1,5,5,98,3,1,2.091
10010,275010010,13,5,5,8,1,2,2,0,8,0,3,3,2.091
10011,275010011,13,3,1,10,2,1,96,3,7,3,1,2,2.091
10014,275010014,13,10,2,10,2,1,2,5,8,0,1,1,2.091
10016,275010016,13,5,4,7,0,2,2,0,5,0,1,2,2.091
10028,275010028,13,9,4,8,4,3,99,7,6,2,3,1,2.091
10029,275010029,13,8,4,9,4,8,2,0,7,0,3,1,2.091
10030,275010030,13,0,0,0,10,3,1,6,0,7,7,4,2.091
10032,275010032,13,5,2,3,1,2,2,5,6,3,3,1,2.091
10033,275010033,13,8,0,5,5,4,99,8,6,3,1,1,2.091
10036,275010036,13,5,7,0,10,3,1,6,4,1,3,2,2.091
10037,275010037,13,3,7,10,3,2,1,10,5,7,1,2,2.091
10039,275010039,13,6,4,10,0,2,99,5,5,0,1,1,2.091
10041,275010041,13,7,5,0,0,1,2,2,8,1,1,1,2.091
10043,275010043,13,2,6,98,7,2,3,6,0,8,3,1,2.091
10044,275010044,13,5,5,10,5,2,2,99,7,98,1,1,2.091
10046,275010046,13,0,0,3,10,2,99,5,4,6,7,4,2.091
10047,275010047,13,0,0,0,9,2,1,9,4,5,2,1,2.091
10055,275010055,13,0,10,0,0,2,2,4,4,99,2,2,2.091
10057,275010057,13,8,3,9,2,1,2,0,10,0,3,1,2.091
10064,275010064,13,0,3,5,0,1,2,0,4,0,2,1,2.091
10071,275010071,13,7,1,2,9,2,1,10,5,8,1,1,2.091
10076,275010076,13,3,5,9,5,2,1,8,3,5,1,1,2.091
10082,275010082,13,8,2,10,0,2,1,6,6,6,7,4,2.091
10083,275010083,13,10,4,0,0,2,3,3,2,7,1,1,2.091
10086,275010086,13,4,2,10,10,3,99,6,0,4,1,2,2.091
10088,275010088,13,2,5,1,7,3,1,7,4,5,3,2,2.091
10090,275010090,13,0,0,0,7,3,3,7,0,7,7,2,2.091
10098,275010098,13,3,5,8,5,2,2,1,5,98,1,1,2.091
10100,275010100,13,1,2,1,9,2,1,7,4,5,8,8,2.091
10103,275010103,13,5,3,8,9,2,1,6,3,3,3,2,2.091
10105,275010105,13,3,5,10,0,2,0,7,4,98,1,1,2.091
10106,275010106,13,10,0,0,10,2,0,0,0,0,1,1,2.091
10109,275010109,13,3,4,8,10,3,1,8,0,0,7,2,2.091
10111,275010111,13,0,4,0,0,2,0,8,5,4,3,1,2.091
10112,275010112,13,98,5,10,0,1,0,0,8,0,1,1,2.091
10114,275010114,13,6,5,0,5,2,2,5,6,97,2,2,2.091
10115,275010115,13,4,0,0,10,3,3,8,3,8,3,1,2.091
10116,275010116,13,8,0,5,0,2,49,5,4,6,3,1,2.091
10121,275010121,13,8,7,10,0,1,2,0,5,2,3,1,2.091
10122,275010122,13,5,3,8,7,2,2,4,4,0,3,2,2.091
10124,275010124,13,0,7,0,10,2,3,7,0,9,7,4,2.091
10125,275010125,13,2,1,0,2,2,1,8,4,5,1,2,2.091
10126,275010126,13,0,0,0,10,3,1,6,4,2,7,3,2.091
10127,275010127,13,1,99,10,0,2,0,4,4,3,7,2,2.091
10128,275010128,13,0,0,0,99,8,1,8,0,3,3,3,2.091
10129,275010129,13,2,5,8,0,1,4,4,4,1,1,1,2.091
10130,275010130,13,0,2,2,5,3,4,7,4,5,3,2,2.091
10131,275010131,13,3,4,98,0,1,2,0,5,0,3,1,2.091
10132,275010132,13,2,6,98,6,1,1,7,2,3,7,2,2.091
10134,275010134,13,0,5,3,6,2,1,7,4,98,3,9,2.091
10136,275010136,13,5,5,0,10,9,0,8,3,97,3,1,2.091
10137,275010137,13,99,99,99,99,8,1,10,0,97,3,1,2.091
10138,275010138,13,3,5,0,2,2,1,5,2,4,3,1,2.091
10141,275010141,13,0,0,10,0,2,2,5,7,97,3,2,2.091
10142,275010142,13,99,99,99,99,8,99,99,99,99,3,1,2.091
10144,275010144,13,99,99,99,99,9,99,98,98,97,7,9,2.091
10145,275010145,13,2,2,0,5,2,1,6,3,6,9,1,2.091
10146,275010146,13,0,0,0,10,4,3,5,0,6,7,3,2.091
10151,275010151,13,0,0,0,98,3,49,5,5,5,3,2,2.091
10153,275010153,13,0,0,5,98,2,1,98,98,98,3,1,2.091
10154,275010154,13,1,0,10,5,9,1,8,6,8,3,2,2.091
10155,275010155,13,99,5,0,0,1,4,1,2,0,2,1,2.091
10157,275010157,13,0,99,99,99,9,0,99,99,99,3,1,2.091
10158,275010158,13,2,2,10,10,2,0,5,9,3,3,2,2.091
10161,275010161,13,99,0,99,99,8,1,8,2,3,1,2,2.091
10163,275010163,13,6,4,0,0,8,3,0,5,98,9,2,2.091
10164,275010164,13,10,4,0,0,2,1,10,0,98,1,1,2.091
10165,275010165,13,0,2,0,2,2,4,6,0,0,1,3,2.091
10166,275010166,13,99,6,0,0,1,0,99,99,99,3,9,2.091
10168,275010168,13,5,0,9,0,1,99,4,4,3,1,1,2.091
10169,275010169,13,6,5,0,0,2,2,4,5,3,3,1,2.091
10172,275010172,13,4,0,10,0,2,2,0,6,1,2,1,2.091
10173,275010173,13,8,5,10,0,1,2,0,10,0,3,1,2.091
10174,275010174,13,5,0,6,5,2,2,6,6,5,1,2,2.091
10175,275010175,13,1,4,98,5,2,4,5,5,0,3,3,2.091
10176,275010176,13,0,0,0,10,3,1,7,2,4,3,3,2.091
10178,275010178,13,0,0,0,0,2,1,10,0,8,1,1,2.091
10179,275010179,13,6,3,0,6,2,1,7,4,4,1,1,2.091
10183,275010183,13,4,0,10,0,2,2,4,8,3,1,1,2.091
10184,275010184,13,10,10,10,0,2,2,0,10,0,1,1,2.091
10185,275010185,13,8,2,10,0,2,2,0,8,0,3,1,2.091
10186,275010186,13,0,98,0,10,2,0,4,4,4,7,9,2.091
10187,275010187,13,5,7,5,1,2,2,6,6,98,7,2,2.091
10188,275010188,13,6,0,10,0,2,2,0,5,0,3,1,2.091
10191,275010191,13,1,1,10,0,2,99,5,5,4,1,1,2.091
10194,275010194,13,0,5,0,10,2,1,8,0,0,3,2,2.091
10195,275010195,13,5,6,10,10,3,99,5,5,5,3,2,2.091
10196,275010196,13,4,2,0,6,2,1,5,5,98,3,1,2.091
10197,275010197,13,3,3,0,10,1,1,6,4,4,3,1,2.091
10199,275010199,13,1,2,8,2,1,2,4,5,2,1,2,2.091
10201,275010201,13,4,5,10,0,2,2,4,3,2,3,1,2.091
10202,275010202,13,7,7,10,1,2,2,5,8,0,4,1,2.091
10203,275010203,13,9,2,10,0,1,99,0,5,0,3,1,2.091
10208,275010208,13,1,5,10,0,8,2,6,7,3,1,1,2.091
10209,275010209,13,0,5,0,7,9,1,8,0,5,2,1,2.091
10210,275010210,13,2,9,3,98,8,2,5,7,7,1,1,2.091
10212,275010212,13,5,5,5,1,9,2,0,0,98,1,1,2.091
10213,275010213,13,2,5,99,6,9,0,3,3,3,7,9,2.091
10221,275010221,13,2,2,7,3,3,0,5,3,3,1,1,2.091
10226,275010226,13,99,0,0,10,4,1,8,0,5,1,1,2.091
10231,275010231,13,1,2,0,8,3,1,10,4,98,3,2,2.091
10232,275010232,13,5,5,7,2,3,1,4,4,5,7,2,2.091
10234,275010234,13,2,5,0,0,1,2,3,3,1,3,2,2.091
10235,275010235,13,4,5,1,5,2,1,7,4,5,3,2,2.091
10236,275010236,13,5,6,10,6,3,1,10,7,0,3,1,2.091
10239,275010239,13,8,5,10,0,1,99,3,4,2,3,1,2.091
10241,275010241,13,5,4,0,0,2,3,5,3,4,7,9,2.091
10242,275010242,13,3,2,3,8,4,3,8,4,8,3,2,2.091
10246,275010246,13,3,3,3,8,2,1,8,0,6,3,9,2.091
10247,275010247,13,2,5,0,6,3,1,6,0,9,3,3,2.091
10248,275010248,13,0,1,0,6,2,1,6,3,4,3,2,2.091
10249,275010249,13,5,5,5,7,2,99,8,5,4,1,2,2.091
10250,275010250,13,4,3,5,0,2,49,5,5,3,1,1,2.091
10252,275010252,13,10,0,0,4,3,1,4,5,6,2,1,2.091
10254,275010254,13,0,3,0,7,3,3,4,0,5,3,3,2.091
10255,275010255,13,8,0,0,10,2,1,8,4,6,3,1,2.091
10256,275010256,13,7,4,4,0,2,99,4,5,4,3,1,2.091
10257,275010257,13,6,3,2,0,2,2,5,7,2,3,1,2.091
10259,275010259,13,0,2,0,0,3,1,8,4,2,3,9,2.091
10260,275010260,13,1,3,0,8,3,1,8,4,5,3,2,2.091
10261,275010261,13,2,2,0,3,2,1,6,5,3,2,1,2.091
10264,275010264,13,7,4,10,4,3,1,4,3,2,1,1,2.091
10265,275010265,13,3,3,0,3,4,49,3,7,0,3,2,2.091
10266,275010266,13,3,1,2,10,8,2,98,98,98,3,1,2.091
10267,275010267,13,7,5,0,2,2,49,1,5,4,2,1,2.091
10268,275010268,13,1,1,1,10,4,3,7,0,8,7,1,2.091
10269,275010269,13,2,5,0,0,2,3,3,2,3,4,3,2.091
10271,275010271,13,6,4,10,3,1,0,5,5,1,1,2,2.091
10272,275010272,13,7,4,3,8,2,1,7,2,4,1,2,2.091
10273,275010273,13,3,3,10,2,2,0,4,6,3,4,1,2.091
10274,275010274,13,4,8,98,2,1,2,6,8,0,1,1,2.091
10277,275010277,13,0,2,3,4,2,1,7,3,5,3,3,2.091
10278,275010278,13,4,4,10,0,1,2,4,6,2,1,1,2.091
10279,275010279,13,7,9,98,1,2,1,5,5,98,1,2,2.091
10281,275010281,13,98,5,9,0,1,2,98,98,98,1,2,2.091
10282,275010282,13,1,5,1,9,2,1,10,5,8,7,2,2.091
10288,275010288,13,9,4,9,0,1,2,4,6,4,1,1,2.091
10296,275010296,13,5,0,0,5,2,1,8,0,0,3,9,2.091
10302,275010302,13,8,2,98,10,2,1,10,9,9,3,1,2.091
10304,275010304,13,5,2,9,4,2,2,4,6,1,2,1,2.091
10305,275010305,13,1,0,5,1,2,2,1,4,0,3,1,2.091
10306,275010306,13,2,1,1,1,1,1,6,4,3,1,2,2.091
10307,275010307,13,8,2,10,0,2,2,4,6,2,3,1,2.091
10308,275010308,13,7,10,5,2,1,2,0,8,0,1,1,2.091
10309,275010309,13,5,3,10,4,2,2,4,9,0,2,1,2.091
10310,275010310,13,6,7,6,2,2,0,3,1,3,2,3,2.091
10311,275010311,13,6,5,10,1,2,2,2,9,2,3,2,2.091
10315,275010315,13,0,4,1,8,2,2,4,2,0,3,2,2.091
10316,275010316,13,0,3,2,5,2,1,8,4,5,2,2,2.091
10318,275010318,13,1,2,0,4,3,1,6,4,3,3,2,2.091
10373,275010373,1,1,2,1,1,2,3,5,1,8,4,2,1.039
10374,275010374,1,3,4,9,1,2,1,7,3,98,2,2,1.039
10375,275010375,1,9,99,98,0,2,1,6,3,4,4,2,1.039
10376,275010376,1,1,5,4,4,2,2,6,6,5,3,1,1.039
10377,275010377,1,1,7,1,7,3,1,7,4,6,3,2,1.039
10378,275010378,1,2,5,7,2,2,2,3,8,2,3,1,1.039
10379,275010379,1,2,3,2,3,2,1,6,5,4,1,9,1.039
10381,275010381,1,2,2,3,3,2,2,3,8,2,3,2,1.039
10382,275010382,1,5,2,10,3,4,0,8,2,5,2,2,1.039
10383,275010383,1,1,3,5,2,2,0,99,99,99,3,2,1.039
10385,275010385,1,3,2,1,1,2,1,5,4,1,3,2,1.039
10387,275010387,1,2,4,1,6,3,1,7,6,5,3,1,1.039
10389,275010389,1,2,4,6,2,1,2,4,8,2,1,1,1.039
10390,275010390,1,7,7,8,2,2,2,5,7,1,3,1,1.039
10391,275010391,1,4,5,10,0,2,1,8,3,5,3,1,1.039
10392,275010392,1,9,3,10,2,1,2,1,8,1,2,1,1.039
10393,275010393,1,5,4,4,1,2,1,7,3,3,4,2,1.039
10395,275010395,1,2,6,10,0,4,0,4,4,4,3,2,1.039
10396,275010396,1,1,4,1,6,2,1,7,3,3,4,2,1.039
10397,275010397,1,2,2,2,2,2,1,7,5,5,3,1,1.039
10399,275010399,1,3,5,8,2,1,2,98,98,98,3,1,1.039
10402,275010402,1,2,4,1,1,3,1,7,1,3,3,2,1.039
10404,275010404,1,7,4,5,1,2,1,8,3,2,3,2,1.039
10405,275010405,1,3,5,1,0,2,1,6,4,5,3,2,1.039
10406,275010406,1,2,3,2,2,3,2,5,6,3,2,2,1.039
10407,275010407,1,2,2,5,2,2,4,5,4,3,3,1,1.039
10412,275010412,1,3,5,98,4,2,4,4,3,4,7,8,1.039
10413,275010413,1,2,2,2,8,3,1,8,3,5,1,9,1.039
10417,275010417,1,0,4,1,7,3,1,8,7,6,3,1,1.039
10418,275010418,1,3,1,5,0,2,2,4,6,3,2,2,1.039
10419,275010419,1,8,5,8,1,2,0,1,1,1,3,2,1.039
10422,275010422,1,2,2,9,0,2,1,9,1,0,3,2,1.039
10425,275010425,1,2,2,8,2,1,2,3,8,98,2,1,1.039
10426,275010426,1,8,5,2,0,3,1,6,4,97,3,1,1.039
10427,275010427,1,2,4,3,98,3,0,7,7,8,3,1,1.039
10428,275010428,1,5,3,98,3,2,1,6,0,5,4,1,1.039
10429,275010429,1,3,5,1,2,3,0,10,5,5,3,1,1.039
10430,275010430,1,2,2,8,2,3,2,4,5,2,3,1,1.039
10434,275010434,1,2,4,0,7,2,1,7,0,8,3,1,1.039
10435,275010435,1,3,3,2,7,2,1,8,4,5,3,1,1.039
10436,275010436,1,5,3,5,3,3,1,8,2,3,4,3,1.039
10438,275010438,1,2,2,9,1,3,1,8,2,2,2,1,1.039
10439,275010439,1,2,6,9,3,2,2,4,5,2,4,2,1.039
10440,275010440,1,4,6,7,3,2,2,2,7,1,3,9,1.039
10441,275010441,1,2,2,2,6,3,1,7,3,3,1,1,1.039
10442,275010442,1,2,8,1,2,3,1,8,2,8,3,2,1.039
10444,275010444,1,5,7,4,0,2,1,7,2,2,3,1,1.039
10445,275010445,1,8,8,9,0,2,2,4,6,3,4,2,1.039
10446,275010446,1,7,3,10,0,2,0,4,3,2,3,2,1.039
10449,275010449,1,8,98,8,0,8,1,8,2,5,3,2,1.039
10453,275010453,1,3,5,9,1,3,2,3,5,1,3,1,1.039
10455,275010455,1,3,3,5,1,1,1,6,2,2,3,2,1.039
10457,275010457,1,8,5,5,0,2,2,3,6,2,2,2,1.039
10459,275010459,1,2,5,5,5,2,1,8,1,97,3,1,1.039
10470,275010470,1,8,5,10,1,2,2,0,8,0,3,1,1.039
10472,275010472,1,3,3,10,0,1,0,3,3,3,3,2,1.039
10476,275010476,1,4,5,4,1,2,1,6,2,3,3,2,1.039
10477,275010477,1,8,6,2,1,2,2,2,7,5,4,2,1.039
10478,275010478,1,5,5,98,1,2,1,10,3,4,3,1,1.039
10494,275010494,1,7,4,9,4,2,0,6,5,5,4,2,1.039
10510,275010510,1,5,2,8,0,3,3,4,1,8,4,2,1.039
10535,275010535,1,3,6,1,2,2,0,4,8,2,3,1,1.039
10543,275010543,1,7,3,10,1,8,1,10,0,0,4,2,1.039
10548,275010548,1,3,3,3,9,2,1,6,4,5,3,1,1.039
10550,275010550,1,6,5,10,2,2,99,99,99,99,3,1,1.039
10551,275010551,1,4,3,5,2,2,1,8,6,2,3,1,1.039
10552,275010552,1,4,2,9,0,2,1,7,1,5,3,1,1.039
10554,275010554,1,7,3,10,1,2,1,5,0,3,2,1,1.039
10555,275010555,1,1,6,8,2,2,2,4,5,2,3,1,1.039
10556,275010556,1,1,6,1,7,4,3,5,3,5,5,1,1.039
10557,275010557,1,2,2,5,2,2,1,8,6,5,1,1,1.039
10558,275010558,1,2,7,6,3,8,2,5,8,2,3,1,1.039
10559,275010559,1,4,3,8,2,1,2,5,7,0,3,1,1.039
10560,275010560,1,1,6,7,98,1,0,98,98,97,1,1,1.039
10561,275010561,1,1,8,4,1,8,0,3,2,2,8,1,1.039
10562,275010562,1,1,5,7,7,1,2,3,7,0,3,1,1.039
10563,275010563,1,2,8,1,5,3,0,3,3,3,3,1,1.039
10565,275010565,1,2,7,7,1,2,2,3,6,0,3,1,1.039
10567,275010567,1,2,6,8,1,1,1,9,5,3,3,1,1.039
10569,275010569,1,2,7,2,2,2,99,5,5,5,3,1,1.039
10573,275010573,1,2,3,98,1,2,2,8,8,5,3,1,1.039
10574,275010574,1,1,3,5,7,2,1,9,4,4,3,1,1.039
10578,275010578,1,1,5,3,1,2,2,4,5,2,3,1,1.039
10583,275010583,1,2,1,1,2,2,99,5,5,5,3,1,1.039
10584,275010584,1,2,2,2,5,2,96,5,5,8,3,1,1.039
10589,275010589,1,1,6,1,1,3,4,7,5,2,3,1,1.039
10591,275010591,1,2,4,7,2,2,2,3,8,0,3,1,1.039
10598,275010598,1,3,5,9,1,2,2,2,9,0,3,2,1.039
10599,275010599,1,99,2,9,1,3,1,7,2,2,3,2,1.039
10600,275010600,1,5,3,8,2,2,0,98,98,98,3,2,1.039
10608,275010608,1,8,5,10,1,2,1,10,0,0,3,1,1.039
10612,275010612,1,3,6,7,6,1,1,9,5,98,1,1,1.039
10615,275010615,1,3,6,7,3,2,2,3,8,5,1,1,1.039
10618,275010618,1,1,7,2,7,2,1,7,4,5,3,1,1.039
10619,275010619,1,2,4,7,2,2,1,7,1,0,2,1,1.039
10620,275010620,1,4,3,7,5,1,1,6,4,6,1,1,1.039
10621,275010621,1,3,5,2,4,2,0,8,4,4,3,1,1.039
10623,275010623,1,3,98,4,0,2,1,7,0,3,4,2,1.039
10624,275010624,1,4,4,3,5,3,3,8,0,9,4,2,1.039
10625,275010625,1,1,7,1,1,2,2,4,6,2,2,1,1.039
10626,275010626,1,8,2,9,9,2,1,10,8,6,4,1,1.039
10627,275010627,1,4,8,0,0,3,1,8,4,1,3,1,1.039
10628,275010628,1,2,4,2,1,2,1,10,1,98,3,1,1.039
10629,275010629,1,2,2,2,5,3,1,7,0,6,3,2,1.039
10630,275010630,1,4,5,4,3,2,2,4,7,5,3,1,1.039
10633,275010633,1,1,7,1,1,2,2,4,6,2,2,1,1.039
10634,275010634,1,1,3,1,7,3,99,4,0,4,4,3,1.039
10636,275010636,1,4,2,3,2,1,0,5,6,3,4,2,1.039
10639,275010639,1,6,0,10,0,3,2,0,7,5,4,1,1.039
10640,275010640,1,2,1,1,6,1,1,7,2,0,3,1,1.039
10649,275010649,1,2,1,7,5,2,2,5,5,3,3,1,1.039
10651,275010651,1,2,6,4,3,2,1,7,6,3,3,1,1.039
10652,275010652,1,4,6,5,1,2,2,3,7,2,3,1,1.039
10653,275010653,1,1,2,5,2,3,2,3,6,2,3,1,1.039
10654,275010654,1,2,4,2,2,1,3,5,5,5,3,1,1.039
10655,275010655,1,1,5,4,4,2,1,8,5,2,3,1,1.039
10656,275010656,1,1,2,7,6,1,2,5,5,0,3,1,1.039
10657,275010657,1,2,8,6,3,2,2,3,5,0,3,1,1.039
10658,275010658,1,2,3,2,7,2,2,0,8,2,4,9,1.039
10660,275010660,1,3,6,2,5,2,1,8,2,5,3,1,1.039
10661,275010661,1,2,7,5,2,2,99,8,8,97,3,1,1.039
10662,275010662,1,2,6,1,2,2,1,8,4,0,4,1,1.039
10664,275010664,1,3,7,98,5,2,1,8,8,8,4,1,1.039
10666,275010666,1,2,2,7,3,2,2,8,9,2,4,1,1.039
10667,275010667,1,2,6,5,2,1,0,5,5,0,1,1,1.039
10668,275010668,1,1,6,6,1,1,0,5,8,3,1,1,1.039
10669,275010669,1,1,3,1,5,3,1,9,4,2,3,1,1.039
10671,275010671,1,4,5,5,3,1,99,8,7,2,3,1,1.039
10673,275010673,1,2,2,5,2,2,1,9,5,7,3,1,1.039
10675,275010675,1,1,6,7,2,2,2,7,5,2,3,1,1.039
10676,275010676,1,1,8,1,2,2,2,5,8,0,3,1,1.039
10677,275010677,1,2,2,2,3,2,1,8,5,5,3,1,1.039
10684,275010684,1,2,2,4,2,3,3,6,2,9,4,9,1.039
10686,275010686,1,5,7,10,1,2,0,1,1,1,3,1,1.039
10687,275010687,1,2,5,98,2,2,0,98,98,98,3,1,1.039
10688,275010688,1,4,6,0,1,3,1,5,1,6,3,2,1.039
10689,275010689,1,4,6,10,4,2,2,3,6,98,4,2,1.039
10690,275010690,1,3,4,9,1,2,1,9,3,5,4,2,1.039
10691,275010691,1,2,3,8,1,2,1,8,2,98,3,2,1.039
10703,275010703,1,3,6,10,0,2,2,2,8,1,2,2,1.039
10705,275010705,1,3,9,2,1,2,1,8,4,5,3,2,1.039
10706,275010706,1,1,3,9,1,2,1,10,3,5,4,2,1.039
10707,275010707,1,2,2,9,1,3,0,3,3,3,3,2,1.039
10708,275010708,1,3,4,1,5,1,1,7,3,3,3,1,1.039
10709,275010709,1,5,7,3,0,2,1,4,1,1,3,1,1.039
10711,275010711,1,3,4,10,1,8,0,5,5,98,2,1,1.039
10712,275010712,1,8,3,7,0,2,0,0,0,0,2,2,1.039
10714,275010714,1,3,7,8,2,1,2,2,8,1,3,2,1.039
10715,275010715,1,2,5,1,1,1,96,2,3,0,3,2,1.039
10716,275010716,1,4,3,9,2,2,2,2,9,0,3,1,1.039
10717,275010717,1,5,5,9,0,1,2,2,8,1,2,2,1.039
10718,275010718,1,3,5,3,0,2,2,2,8,3,3,1,1.039
10719,275010719,1,2,3,1,1,3,1,7,2,4,3,1,1.039
10720,275010720,1,4,3,0,0,4,1,7,3,5,2,1,1.039
10721,275010721,1,7,5,1,6,2,3,5,2,8,4,2,1.039
10723,275010723,1,2,3,98,0,4,0,3,3,3,3,2,1.039
10724,275010724,1,5,3,4,5,2,1,8,4,6,3,1,1.039
10725,275010725,1,6,2,2,1,1,1,9,3,4,1,1,1.039
10727,275010727,1,2,5,9,1,3,2,3,8,2,3,2,1.039
10730,275010730,1,6,3,0,0,3,1,10,0,2,1,1,1.039
10731,275010731,1,98,4,8,3,2,99,10,10,8,3,1,1.039
10732,275010732,1,3,6,7,8,2,1,6,3,6,3,3,1.039
10734,275010734,1,0,4,0,10,3,3,8,4,6,3,1,1.039
10735,275010735,1,3,3,1,1,2,1,7,1,5,4,2,1.039
10736,275010736,1,5,4,4,3,1,1,7,4,3,3,2,1.039
10737,275010737,1,5,3,0,7,2,2,6,7,3,3,1,1.039
10738,275010738,1,2,2,2,5,3,1,8,4,5,7,9,1.039
10739,275010739,1,5,5,1,5,2,2,8,10,5,3,1,1.039
10741,275010741,1,8,98,7,98,2,0,1,0,98,3,1,1.039
10743,275010743,1,5,5,10,0,2,1,7,0,0,3,1,1.039
10744,275010744,1,8,7,5,8,3,1,10,2,2,3,1,1.039
10747,275010747,1,1,1,1,8,3,1,9,0,6,7,8,1.039
10748,275010748,1,2,4,1,5,2,1,6,4,1,3,2,1.039
10758,275010758,1,5,2,98,2,3,1,9,1,4,4,2,1.039
10759,275010759,1,2,1,10,1,3,1,8,2,4,2,2,1.039
10760,275010760,1,3,4,10,0,3,1,10,0,2,4,1,1.039
10761,275010761,1,2,2,0,2,3,1,6,3,6,4,2,1.039
10762,275010762,1,6,2,2,7,3,2,5,6,5,3,1,1.039
10773,275010773,1,7,2,6,2,2,1,5,5,98,3,2,1.039
10774,275010774,1,2,5,7,2,2,1,6,3,98,3,2,1.039
10776,275010776,1,4,8,6,0,2,1,6,3,4,3,2,1.039
10777,275010777,1,6,8,1,0,2,2,2,8,1,2,2,1.039
10791,275010791,14,9,2,10,1,2,0,0,10,0,3,1,0.903
10792,275010792,14,0,0,0,10,2,1,7,5,5,2,2,0.903
10793,275010793,14,3,2,0,98,1,2,0,10,8,3,1,0.903
10794,275010794,14,6,3,10,9,3,1,7,4,6,3,1,0.903
10795,275010795,14,8,2,5,0,2,2,5,6,98,3,2,0.903
10796,275010796,14,5,3,0,2,1,2,4,6,5,3,1,0.903
10797,275010797,14,7,5,10,98,1,2,1,10,0,3,2,0.903
10798,275010798,14,9,3,7,7,2,1,7,7,2,3,1,0.903
10815,275010815,14,10,5,10,98,8,99,5,3,98,3,1,0.903
10819,275010819,14,2,3,99,5,2,1,8,5,7,3,1,0.903
10820,275010820,14,0,0,0,5,2,1,8,5,4,3,1,0.903
10821,275010821,14,5,2,0,0,3,2,4,7,5,3,2,0.903
10822,275010822,14,6,5,10,1,2,3,2,5,8,3,1,0.903
10823,275010823,14,5,5,2,4,2,2,4,6,5,4,2,0.903
10825,275010825,14,7,5,9,3,3,1,7,5,97,1,1,0.903
10827,275010827,14,7,6,8,2,2,2,2,6,98,3,1,0.903
10828,275010828,14,5,1,1,1,2,2,8,9,8,1,1,0.903
10829,275010829,14,1,1,5,1,2,99,6,6,5,1,1,0.903
10830,275010830,14,5,7,10,98,2,99,98,98,97,1,1,0.903
10831,275010831,14,2,3,1,1,1,2,0,8,7,1,1,0.903
10832,275010832,14,4,98,9,99,2,0,99,99,99,3,2,0.903
10833,275010833,14,6,98,4,2,2,1,8,3,98,3,2,0.903
10834,275010834,14,6,98,8,2,2,2,4,6,3,3,2,0.903
10835,275010835,14,6,98,8,1,2,2,4,5,98,3,2,0.903
10836,275010836,14,9,98,8,98,2,2,4,6,98,3,2,0.903
10837,275010837,14,7,98,9,1,2,2,4,6,98,3,2,0.903
10838,275010838,14,8,98,9,1,2,2,3,6,98,2,2,0.903
10839,275010839,14,3,98,1,2,2,1,7,4,4,3,2,0.903
10840,275010840,14,3,3,7,7,1,1,8,0,5,1,1,0.903
10842,275010842,14,5,3,8,2,2,2,4,6,0,3,1,0.903
10845,275010845,14,8,5,10,98,3,2,0,98,98,3,1,0.903
10846,275010846,14,5,7,5,4,2,2,6,4,4,3,2,0.903
10847,275010847,14,5,3,3,8,2,49,6,4,4,3,8,0.903
10848,275010848,14,5,5,8,98,1,2,0,5,0,4,1,0.903
10849,275010849,14,0,1,0,8,3,1,10,5,5,3,2,0.903
10850,275010850,14,8,4,98,98,2,1,6,3,98,3,1,0.903
10851,275010851,14,5,2,8,5,2,1,99,99,99,3,1,0.903
10854,275010854,14,0,0,0,0,3,1,7,1,98,4,1,0.903
